Customer ID,Customer Name,Business Name,Phone,Email,Address,Customer Type,Registration Date,Account Status,Credit Status,Total Purchases,Outstanding Balance,Last Purchase,Last Purchase Date
CUST-000138,Aliyu Aliyu,Standard Wholesale Depot,8086886916.0,customer138@demo-biscuit.com,"Demo Business District, Area 25",Wholesale,2024-07-23,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000139,Hadiza Usman,Evergreen General Suppliers,8021927722.0,customer139@demo-biscuit.com,"Demo Business District, Area 7",Retailer,2024-06-17,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000140,Ibrahim Lawal,Golden Basket General Suppliers,8093516853.0,customer140@demo-biscuit.com,"Demo Business District, Area 14",Retailer,2025-03-24,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000141,Abdullahi Garba,Evergreen Trading Enterprise,8072328931.0,customer141@demo-biscuit.com,"Demo Business District, Area 11",Retailer,2024-08-01,Active,Review,144000.0,0.0,14 Aug 2026,
CUST-000142,Fatima Ahmad,Sunrise Wholesale Depot,8047600699.0,customer142@demo-biscuit.com,"Demo Business District, Area 4",Distributor,2024-07-22,Active,Restricted,204600.0,0.0,14 Aug 2026,
CUST-000143,Ahmed Yusuf,Trusted Choice Distribution Centre,8046264975.0,customer143@demo-biscuit.com,"Demo Business District, Area 1",Distributor,2024-08-18,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000144,Maryam Hassan,Victory Trading Company,8083755576.0,customer144@demo-biscuit.com,"Demo Business District, Area 5",Distributor,2025-10-15,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000145,Muhammad Umar,Sunrise Trading Enterprise,8011022130.0,customer145@demo-biscuit.com,"Demo Business District, Area 24",Retailer,2024-12-19,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000146,Abubakar Abdullahi,Evergreen Wholesale Centre,8075705310.0,customer146@demo-biscuit.com,"Demo Business District, Area 2",Retailer,2024-05-18,Active,Restricted,0.0,0.0,14 Aug 2026,
CUST-000147,Musa Lawal,Victory Wholesale Centre,8036953492.0,customer147@demo-biscuit.com,"Demo Business District, Area 8",Wholesale,2026-06-05,Active,Review,341800.0,85550.0,14 Aug 2026,
CUST-000148,Abubakar Mohammed,Northern Star Foods & Beverages,8081010270.0,customer148@demo-biscuit.com,"Demo Business District, Area 23",Retailer,2024-05-18,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000149,Safiya Aliyu,Standard Trading Enterprise,8021223621.0,customer149@demo-biscuit.com,"Demo Business District, Area 3",Wholesale,2026-07-09,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000150,Yusuf Ahmad,Royal Foods Wholesale Centre,8037671495.0,customer150@demo-biscuit.com,"Demo Business District, Area 1",Wholesale,2026-07-07,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000151,Aliyu Mohammed,Victory Trading Company,8055259240.0,customer151@demo-biscuit.com,"Demo Business District, Area 12",Wholesale,2026-01-13,Inactive,Good,574400.0,0.0,14 Aug 2026,
CUST-000152,Abubakar Bello,Success Distribution Hub,8022558464.0,customer152@demo-biscuit.com,"Demo Business District, Area 5",Distributor,2024-05-11,Inactive,Review,0.0,0.0,14 Aug 2026,
CUST-000153,Aisha Abdullahi,Standard Wholesale Depot,8093080698.0,customer153@demo-biscuit.com,"Demo Business District, Area 6",Distributor,2025-12-18,Inactive,Restricted,0.0,0.0,14 Aug 2026,
CUST-000154,Ibrahim Mohammed,Royal Foods Trading Company,8023523163.0,customer154@demo-biscuit.com,"Demo Business District, Area 17",Wholesale,2025-05-11,Active,Good,448000.0,0.0,14 Aug 2026,
CUST-000155,Zainab Sani,Golden Basket Distribution Centre,8075626385.0,customer155@demo-biscuit.com,"Demo Business District, Area 1",Retailer,2024-09-01,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000156,Hussaini Usman,Central Market Wholesale Stores,8054261798.0,customer156@demo-biscuit.com,"Demo Business District, Area 4",Distributor,2025-06-05,Active,Review,381300.0,0.0,14 Aug 2026,
CUST-000157,Fatima Ibrahim,Success Wholesale Depot,8022227455.0,customer157@demo-biscuit.com,"Demo Business District, Area 5",Retailer,2025-10-15,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000158,Asma'u Umar,Sunrise Foods & Beverages,8030327749.0,customer158@demo-biscuit.com,"Demo Business District, Area 17",Wholesale,2024-04-04,Active,Restricted,0.0,0.0,14 Aug 2026,
CUST-000159,Muhammad Kabiru,Victory Distribution Hub,8051624168.0,customer159@demo-biscuit.com,"Demo Business District, Area 5",Wholesale,2024-10-06,Active,Good,79400.0,0.0,14 Aug 2026,
CUST-000160,Rukayya Garba,Golden Basket Food Distributors,8013388362.0,customer160@demo-biscuit.com,"Demo Business District, Area 22",Wholesale,2024-04-19,Inactive,Good,0.0,0.0,14 Aug 2026,
CUST-000161,Abubakar Aliyu,Northern Star Trading Enterprise,8011474182.0,customer161@demo-biscuit.com,"Demo Business District, Area 10",Retailer,2026-03-11,Active,Good,605200.0,605200.0,14 Aug 2026,
CUST-000162,Bello Suleiman,Northern Star Trading Enterprise,8033894407.0,customer162@demo-biscuit.com,"Demo Business District, Area 13",Wholesale,2024-11-16,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000163,Rukayya Mohammed,Unity Trading Company,8072783925.0,customer163@demo-biscuit.com,"Demo Business District, Area 13",Retailer,2024-08-02,Active,Restricted,392000.0,0.0,14 Aug 2026,
CUST-000164,Ahmed Sani,Evergreen Distribution Centre,8035553527.0,customer164@demo-biscuit.com,"Demo Business District, Area 17",Distributor,2025-07-26,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000165,Bello Musa,Northern Star Distribution Hub,8087842906.0,customer165@demo-biscuit.com,"Demo Business District, Area 13",Wholesale,2024-11-06,Active,Good,155400.0,0.0,14 Aug 2026,
CUST-000166,Abdullahi Yusuf,Golden Basket Trading Company,8053025755.0,customer166@demo-biscuit.com,"Demo Business District, Area 2",Distributor,2026-05-08,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000167,Musa Musa,Evergreen Wholesale Centre,8073691735.0,customer167@demo-biscuit.com,"Demo Business District, Area 3",Distributor,2024-09-22,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000168,Hadiza Hassan,Royal Foods General Suppliers,8084342000.0,customer168@demo-biscuit.com,"Demo Business District, Area 12",Retailer,2026-06-08,Inactive,Restricted,0.0,0.0,14 Aug 2026,
CUST-000169,Khadija Danjuma,Excellent Wholesale Centre,8061930323.0,customer169@demo-biscuit.com,"Demo Business District, Area 3",Wholesale,2026-06-02,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000170,Ahmed Umar,Trusted Choice Wholesale Centre,8010249447.0,customer170@demo-biscuit.com,"Demo Business District, Area 12",Wholesale,2024-07-09,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000171,Abdullahi Suleiman,Success Distribution Hub,8078479872.0,customer171@demo-biscuit.com,"Demo Business District, Area 7",Retailer,2025-09-22,Active,Restricted,314000.0,0.0,14 Aug 2026,
CUST-000172,Muhammad Ahmad,Golden Basket General Suppliers,8040480829.0,customer172@demo-biscuit.com,"Demo Business District, Area 12",Retailer,2024-04-17,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000173,Rukayya Ibrahim,Golden Basket Distribution Hub,8099215862.0,customer173@demo-biscuit.com,"Demo Business District, Area 23",Wholesale,2025-06-23,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000174,Zainab Lawal,Diamond Food Distributors,8033002231.0,customer174@demo-biscuit.com,"Demo Business District, Area 10",Wholesale,2024-03-03,Active,Restricted,0.0,0.0,14 Aug 2026,
CUST-000175,Safiya Usman,Central Market Distribution Hub,8019454289.0,customer175@demo-biscuit.com,"Demo Business District, Area 21",Distributor,2024-07-22,Active,Restricted,0.0,0.0,14 Aug 2026,
CUST-000176,Khadija Abubakar,Central Market Foods & Beverages,8015302065.0,customer176@demo-biscuit.com,"Demo Business District, Area 9",Retailer,2024-03-16,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000177,Yusuf Kabiru,Royal Foods Food Distributors,8048204430.0,customer177@demo-biscuit.com,"Demo Business District, Area 19",Retailer,2025-06-06,Active,Review,510900.0,510900.0,14 Aug 2026,
CUST-000178,Muhammad Tanko,Sunrise Wholesale Centre,8040638780.0,customer178@demo-biscuit.com,"Demo Business District, Area 7",Distributor,2025-02-08,Active,Restricted,79200.0,0.0,14 Aug 2026,
CUST-000179,Usman Aliyu,Excellent Trading Company,8090570186.0,customer179@demo-biscuit.com,"Demo Business District, Area 13",Distributor,2025-09-29,Active,Good,349600.0,0.0,14 Aug 2026,
CUST-000180,Aliyu Kabiru,Central Market Wholesale Centre,8065985879.0,customer180@demo-biscuit.com,"Demo Business District, Area 18",Wholesale,2025-11-06,Active,Review,545500.0,0.0,14 Aug 2026,
CUST-000181,Aliyu Abdullahi,Diamond Wholesale Depot,8020708628.0,customer181@demo-biscuit.com,"Demo Business District, Area 14",Distributor,2024-06-30,Active,Restricted,0.0,0.0,14 Aug 2026,
CUST-000182,Abubakar Abubakar,Excellent Wholesale Stores,8067814425.0,customer182@demo-biscuit.com,"Demo Business District, Area 6",Wholesale,2024-04-10,Active,Good,89000.0,0.0,14 Aug 2026,
CUST-000183,Maryam Suleiman,Success Trading Company,8092748429.0,customer183@demo-biscuit.com,"Demo Business District, Area 16",Distributor,2026-04-15,Active,Good,616000.0,0.0,14 Aug 2026,
CUST-000184,Muhammad Tanko,Excellent Distribution Centre,8078374563.0,customer184@demo-biscuit.com,"Demo Business District, Area 5",Distributor,2026-01-24,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000185,Muhammad Bello,Unity Food Distributors,8051941310.0,customer185@demo-biscuit.com,"Demo Business District, Area 6",Retailer,2025-02-19,Inactive,Good,0.0,0.0,14 Aug 2026,
CUST-000186,Abubakar Aliyu,Evergreen Distribution Hub,8072680196.0,customer186@demo-biscuit.com,"Demo Business District, Area 25",Distributor,2025-04-21,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000187,Aliyu Hassan,Royal Foods Distribution Hub,8073692578.0,customer187@demo-biscuit.com,"Demo Business District, Area 15",Retailer,2025-04-12,Inactive,Good,0.0,0.0,14 Aug 2026,
CUST-000188,Ibrahim Garba,Prime Choice Wholesale Depot,8069333981.0,customer188@demo-biscuit.com,"Demo Business District, Area 21",Wholesale,2024-04-27,Inactive,Review,0.0,0.0,14 Aug 2026,
CUST-000189,Bello Ibrahim,Unity Wholesale Depot,8087238458.0,customer189@demo-biscuit.com,"Demo Business District, Area 2",Wholesale,2024-04-19,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000190,Usman Bello,Golden Basket Food Distributors,8031090036.0,customer190@demo-biscuit.com,"Demo Business District, Area 6",Retailer,2025-03-25,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000191,Fatima Mohammed,Victory Trading Enterprise,8059850739.0,customer191@demo-biscuit.com,"Demo Business District, Area 22",Wholesale,2026-06-16,Active,Restricted,0.0,0.0,14 Aug 2026,
CUST-000192,Umar Ibrahim,Premium Distribution Hub,8061711303.0,customer192@demo-biscuit.com,"Demo Business District, Area 11",Wholesale,2025-02-22,Inactive,Restricted,214200.0,0.0,14 Aug 2026,
CUST-000193,Sani Abubakar,Prime Choice Trading Company,8030192982.0,customer193@demo-biscuit.com,"Demo Business District, Area 14",Retailer,2024-02-15,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000194,Rukayya Hassan,Trusted Choice Wholesale Centre,8048517773.0,customer194@demo-biscuit.com,"Demo Business District, Area 14",Wholesale,2026-06-11,Inactive,Review,153700.0,153700.0,14 Aug 2026,
CUST-000195,Umar Suleiman,Central Market Wholesale Depot,8094752939.0,customer195@demo-biscuit.com,"Demo Business District, Area 9",Retailer,2024-07-15,Inactive,Good,0.0,0.0,14 Aug 2026,
CUST-000196,Musa Garba,Excellent Trading Enterprise,8018587366.0,customer196@demo-biscuit.com,"Demo Business District, Area 12",Wholesale,2025-05-02,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000197,Hadiza Abdullahi,Excellent General Suppliers,8054508967.0,customer197@demo-biscuit.com,"Demo Business District, Area 21",Distributor,2024-05-08,Inactive,Review,0.0,0.0,14 Aug 2026,
CUST-000198,Ibrahim Abdullahi,Prime Choice Wholesale Centre,8048347255.0,customer198@demo-biscuit.com,"Demo Business District, Area 9",Wholesale,2025-09-01,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000199,Umar Sani,Trusted Choice Trading Company,8095233683.0,customer199@demo-biscuit.com,"Demo Business District, Area 5",Distributor,2024-05-30,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000200,Asma'u Umar,Trusted Choice Foods & Beverages,8032044720.0,customer200@demo-biscuit.com,"Demo Business District, Area 21",Retailer,2024-03-04,Active,Restricted,0.0,0.0,14 Aug 2026,
CUST-000201,Khadija Ahmad,Premium Wholesale Centre,8020160097.0,customer201@demo-biscuit.com,"Demo Business District, Area 10",Distributor,2026-01-12,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000202,Khadija Yusuf,Royal Foods Food Distributors,8022897913.0,customer202@demo-biscuit.com,"Demo Business District, Area 14",Retailer,2025-01-23,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000203,Ahmed Hassan,Diamond Foods & Beverages,8088144268.0,customer203@demo-biscuit.com,"Demo Business District, Area 9",Distributor,2024-11-01,Inactive,Good,0.0,0.0,14 Aug 2026,
CUST-000204,Rukayya Aliyu,Trusted Choice Wholesale Depot,8028485245.0,customer204@demo-biscuit.com,"Demo Business District, Area 25",Retailer,2025-08-13,Active,Restricted,188200.0,0.0,14 Aug 2026,
CUST-000205,Abdullahi Usman,Victory Food Distributors,8038770344.0,customer205@demo-biscuit.com,"Demo Business District, Area 9",Wholesale,2026-06-15,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000206,Ibrahim Mohammed,Trusted Choice Trading Company,8048470872.0,customer206@demo-biscuit.com,"Demo Business District, Area 6",Distributor,2025-05-16,Active,Restricted,126900.0,0.0,14 Aug 2026,
CUST-000207,Zainab Sani,Unity Foods & Beverages,8092147548.0,customer207@demo-biscuit.com,"Demo Business District, Area 3",Retailer,2023-12-13,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000208,Safiya Abdullahi,Diamond Foods & Beverages,8084539884.0,customer208@demo-biscuit.com,"Demo Business District, Area 17",Distributor,2024-09-24,Active,Restricted,32900.0,0.0,14 Aug 2026,
CUST-000209,Ibrahim Suleiman,Northern Star Foods & Beverages,8079744801.0,customer209@demo-biscuit.com,"Demo Business District, Area 14",Retailer,2024-03-20,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000210,Khadija Hassan,Northern Star Food Distributors,8024053541.0,customer210@demo-biscuit.com,"Demo Business District, Area 9",Retailer,2026-01-03,Inactive,Good,0.0,0.0,14 Aug 2026,
CUST-000211,Abdullahi Aliyu,Victory Trading Enterprise,8068822936.0,customer211@demo-biscuit.com,"Demo Business District, Area 18",Retailer,2026-03-21,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000212,Safiya Hassan,Evergreen Food Distributors,8029680932.0,customer212@demo-biscuit.com,"Demo Business District, Area 1",Distributor,2026-01-06,Inactive,Good,74000.0,0.0,14 Aug 2026,
CUST-000213,Zainab Usman,Golden Basket Wholesale Depot,8093923216.0,customer213@demo-biscuit.com,"Demo Business District, Area 15",Retailer,2024-05-24,Inactive,Review,75100.0,0.0,14 Aug 2026,
CUST-000214,Zainab Bello,Standard Trading Company,8044045667.0,customer214@demo-biscuit.com,"Demo Business District, Area 19",Distributor,2024-12-03,Inactive,Review,0.0,0.0,14 Aug 2026,
CUST-000215,Hadiza Sani,Diamond Distribution Centre,8052478730.0,customer215@demo-biscuit.com,"Demo Business District, Area 16",Distributor,2025-08-01,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000216,Muhammad Shehu,Trusted Choice Foods & Beverages,8099196761.0,customer216@demo-biscuit.com,"Demo Business District, Area 23",Retailer,2024-08-19,Active,Review,847500.0,534750.0,14 Aug 2026,
CUST-000217,Abubakar Suleiman,Excellent Trading Company,8035135015.0,customer217@demo-biscuit.com,"Demo Business District, Area 9",Retailer,2024-05-10,Active,Restricted,0.0,0.0,14 Aug 2026,
CUST-000218,Bello Bello,Diamond Trading Company,8095010894.0,customer218@demo-biscuit.com,"Demo Business District, Area 9",Distributor,2026-06-01,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000219,Muhammad Bello,Premium Trading Enterprise,8037446983.0,customer219@demo-biscuit.com,"Demo Business District, Area 25",Distributor,2025-08-14,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000220,Abubakar Usman,Excellent Wholesale Centre,8055336287.0,customer220@demo-biscuit.com,"Demo Business District, Area 23",Distributor,2025-09-08,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000221,Maryam Bello,Northern Star Trading Enterprise,8092046860.0,customer221@demo-biscuit.com,"Demo Business District, Area 7",Distributor,2024-06-17,Inactive,Good,0.0,0.0,14 Aug 2026,
CUST-000222,Ahmed Lawal,Prime Choice Trading Company,8052885434.0,customer222@demo-biscuit.com,"Demo Business District, Area 4",Distributor,2026-03-15,Active,Restricted,0.0,0.0,14 Aug 2026,
CUST-000223,Sani Abubakar,Unity Wholesale Stores,8051080398.0,customer223@demo-biscuit.com,"Demo Business District, Area 16",Distributor,2026-04-28,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000224,Sani Ibrahim,Royal Foods Trading Enterprise,8083881997.0,customer224@demo-biscuit.com,"Demo Business District, Area 16",Wholesale,2025-03-11,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000225,Usman Lawal,Central Market Foods & Beverages,8086686972.0,customer225@demo-biscuit.com,"Demo Business District, Area 25",Wholesale,2025-05-15,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000226,Fatima Umar,Central Market General Suppliers,8036421875.0,customer226@demo-biscuit.com,"Demo Business District, Area 11",Wholesale,2024-12-01,Active,Restricted,0.0,0.0,14 Aug 2026,
CUST-000227,Hadiza Mohammed,Success Wholesale Stores,8054820406.0,customer227@demo-biscuit.com,"Demo Business District, Area 16",Wholesale,2025-09-28,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000228,Hussaini Suleiman,Sunrise Food Distributors,8058782078.0,customer228@demo-biscuit.com,"Demo Business District, Area 23",Wholesale,2026-02-11,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000229,Khadija Ibrahim,Sunrise Wholesale Depot,8062043866.0,customer229@demo-biscuit.com,"Demo Business District, Area 6",Wholesale,2025-06-06,Inactive,Good,0.0,0.0,14 Aug 2026,
CUST-000230,Zainab Yusuf,Trusted Choice Distribution Centre,8016507542.0,customer230@demo-biscuit.com,"Demo Business District, Area 23",Wholesale,2025-07-10,Active,Restricted,70000.0,0.0,14 Aug 2026,
CUST-000231,Hadiza Aliyu,Trusted Choice Distribution Centre,8022525293.0,customer231@demo-biscuit.com,"Demo Business District, Area 21",Distributor,2025-02-06,Active,Good,725600.0,0.0,14 Aug 2026,
CUST-000232,Muhammad Musa,Diamond Trading Enterprise,8058967724.0,customer232@demo-biscuit.com,"Demo Business District, Area 11",Distributor,2025-04-10,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000233,Sani Hassan,Excellent Wholesale Stores,8032821214.0,customer233@demo-biscuit.com,"Demo Business District, Area 5",Retailer,2025-05-31,Active,Good,178100.0,0.0,14 Aug 2026,
CUST-000234,Hauwa Musa,Excellent Distribution Centre,8045903587.0,customer234@demo-biscuit.com,"Demo Business District, Area 7",Retailer,2026-07-14,Active,Restricted,0.0,0.0,14 Aug 2026,
CUST-000235,Safiya Abdullahi,Evergreen Food Distributors,8069214821.0,customer235@demo-biscuit.com,"Demo Business District, Area 12",Wholesale,2025-08-16,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000236,Hassan Suleiman,Standard General Suppliers,8098754769.0,customer236@demo-biscuit.com,"Demo Business District, Area 12",Distributor,2026-04-24,Inactive,Restricted,44800.0,0.0,14 Aug 2026,
CUST-000237,Hussaini Shehu,Premium General Suppliers,8082488943.0,customer237@demo-biscuit.com,"Demo Business District, Area 3",Retailer,2025-03-26,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000238,Safiya Danjuma,Prime Choice General Suppliers,8097866859.0,customer238@demo-biscuit.com,"Demo Business District, Area 8",Retailer,2025-04-12,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000239,Mustapha Ahmad,Northern Star Wholesale Depot,8025241143.0,customer239@demo-biscuit.com,"Demo Business District, Area 22",Distributor,2024-04-12,Inactive,Good,0.0,0.0,14 Aug 2026,
CUST-000240,Hadiza Abubakar,Sunrise Trading Enterprise,8084826378.0,customer240@demo-biscuit.com,"Demo Business District, Area 23",Wholesale,2026-01-06,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000241,Hussaini Yusuf,Diamond Wholesale Centre,8077204743.0,customer241@demo-biscuit.com,"Demo Business District, Area 1",Retailer,2024-12-09,Active,Restricted,0.0,0.0,14 Aug 2026,
CUST-000242,Aliyu Umar,Diamond Trading Company,8047277612.0,customer242@demo-biscuit.com,"Demo Business District, Area 11",Wholesale,2026-02-02,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000243,Yusuf Danjuma,Unity Wholesale Stores,8048917718.0,customer243@demo-biscuit.com,"Demo Business District, Area 23",Wholesale,2024-08-05,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000244,Usman Aliyu,Prime Choice Foods & Beverages,8023752183.0,customer244@demo-biscuit.com,"Demo Business District, Area 11",Retailer,2026-02-11,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000245,Khadija Usman,Diamond Food Distributors,8030688261.0,customer245@demo-biscuit.com,"Demo Business District, Area 14",Distributor,2026-06-23,Active,Restricted,477000.0,0.0,14 Aug 2026,
CUST-000246,Asma'u Bello,Excellent Wholesale Stores,8036086500.0,customer246@demo-biscuit.com,"Demo Business District, Area 17",Retailer,2025-12-02,Active,Restricted,0.0,0.0,14 Aug 2026,
CUST-000247,Hauwa Abdullahi,Diamond Trading Company,8070166957.0,customer247@demo-biscuit.com,"Demo Business District, Area 11",Wholesale,2025-02-19,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000248,Abubakar Sani,Sunrise Distribution Centre,8050854133.0,customer248@demo-biscuit.com,"Demo Business District, Area 9",Distributor,2023-12-08,Active,Restricted,0.0,0.0,14 Aug 2026,
CUST-000249,Bello Ahmad,Royal Foods Trading Company,8070967723.0,customer249@demo-biscuit.com,"Demo Business District, Area 23",Distributor,2025-04-28,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000250,Hassan Ibrahim,Royal Foods Food Distributors,8034240782.0,customer250@demo-biscuit.com,"Demo Business District, Area 14",Distributor,2024-08-25,Inactive,Good,0.0,0.0,14 Aug 2026,
CUST-000251,Bello Usman,Central Market Trading Company,8076106369.0,customer251@demo-biscuit.com,"Demo Business District, Area 16",Distributor,2024-09-01,Active,Good,264600.0,132300.0,14 Aug 2026,
CUST-000252,Khadija Mohammed,Diamond Foods & Beverages,8062233167.0,customer252@demo-biscuit.com,"Demo Business District, Area 22",Retailer,2024-03-19,Active,Good,124000.0,0.0,14 Aug 2026,
CUST-000253,Hassan Hassan,Sunrise Trading Enterprise,8077935736.0,customer253@demo-biscuit.com,"Demo Business District, Area 8",Retailer,2025-12-10,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000254,Zainab Umar,Success Wholesale Centre,8095950083.0,customer254@demo-biscuit.com,"Demo Business District, Area 10",Distributor,2024-12-02,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000255,Sani Umar,Prime Choice Food Distributors,8077380724.0,customer255@demo-biscuit.com,"Demo Business District, Area 23",Retailer,2024-05-31,Active,Good,244500.0,122250.0,14 Aug 2026,
CUST-000256,Safiya Mohammed,Standard Trading Enterprise,8057138767.0,customer256@demo-biscuit.com,"Demo Business District, Area 3",Distributor,2024-04-17,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000257,Asma'u Umar,Trusted Choice Wholesale Depot,8053690329.0,customer257@demo-biscuit.com,"Demo Business District, Area 4",Retailer,2025-04-20,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000258,Ahmed Danjuma,Standard Wholesale Centre,8098134002.0,customer258@demo-biscuit.com,"Demo Business District, Area 6",Wholesale,2025-06-11,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000259,Bello Kabiru,Diamond General Suppliers,8067292337.0,customer259@demo-biscuit.com,"Demo Business District, Area 20",Distributor,2025-03-09,Active,Review,0.0,0.0,14 Aug 2026,
CUST-000260,Maryam Abubakar,Victory General Suppliers,8023338909.0,customer260@demo-biscuit.com,"Demo Business District, Area 19",Wholesale,2025-02-05,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000261,Hauwa Kabiru,Royal Foods Trading Company,8091992882.0,customer261@demo-biscuit.com,"Demo Business District, Area 13",Retailer,2024-01-22,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000262,Hassan Shehu,Evergreen Distribution Centre,8083974314.0,customer262@demo-biscuit.com,"Demo Business District, Area 10",Wholesale,2024-09-22,Inactive,Good,0.0,0.0,14 Aug 2026,
CUST-000263,Aisha Suleiman,Golden Basket Food Distributors,8038972114.0,customer263@demo-biscuit.com,"Demo Business District, Area 20",Retailer,2024-05-09,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000264,Hassan Abdullahi,Golden Basket Wholesale Depot,8068548311.0,customer264@demo-biscuit.com,"Demo Business District, Area 8",Wholesale,2025-01-13,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000265,Sani Shehu,Prime Choice Distribution Centre,8070330689.0,customer265@demo-biscuit.com,"Demo Business District, Area 14",Wholesale,2024-03-25,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000266,Aisha Usman,Northern Star Foods & Beverages,8089315290.0,customer266@demo-biscuit.com,"Demo Business District, Area 4",Retailer,2025-06-03,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000267,Aliyu Umar,Central Market Distribution Centre,8070663489.0,customer267@demo-biscuit.com,"Demo Business District, Area 18",Wholesale,2024-01-15,Inactive,Review,0.0,0.0,14 Aug 2026,
CUST-000268,Hassan Usman,Evergreen Foods & Beverages,8094235974.0,customer268@demo-biscuit.com,"Demo Business District, Area 9",Retailer,2024-08-02,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000269,Ahmed Umar,Unity Wholesale Depot,8053939894.0,customer269@demo-biscuit.com,"Demo Business District, Area 3",Wholesale,2023-12-23,Inactive,Review,0.0,0.0,14 Aug 2026,
CUST-000270,Mustapha Musa,Central Market General Suppliers,8021247750.0,customer270@demo-biscuit.com,"Demo Business District, Area 13",Distributor,2024-01-07,Inactive,Good,0.0,0.0,14 Aug 2026,
CUST-000271,Hauwa Kabiru,Victory Wholesale Depot,8068446144.0,customer271@demo-biscuit.com,"Demo Business District, Area 6",Distributor,2026-04-26,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000272,Fatima Sani,Northern Star General Suppliers,8078881118.0,customer272@demo-biscuit.com,"Demo Business District, Area 15",Distributor,2025-07-04,Active,Good,112100.0,0.0,14 Aug 2026,
CUST-000273,Abubakar Shehu,Northern Star Distribution Hub,8070912793.0,customer273@demo-biscuit.com,"Demo Business District, Area 12",Retailer,2025-04-08,Active,Restricted,43000.0,0.0,14 Aug 2026,
CUST-000274,Zainab Abubakar,Excellent Trading Enterprise,8023412902.0,customer274@demo-biscuit.com,"Demo Business District, Area 2",Wholesale,2026-02-27,Active,Good,0.0,0.0,14 Aug 2026,
CUST-000275,Abubakar Kabiru,Evergreen General Suppliers,8077017580.0,customer275@demo-biscuit.com,"Demo Business District, Area 16",Wholesale,2026-04-22,Active,Good,0.0,0.0,14 Aug 2026,
