Record ID,Record Type,Record Number,Source Type,Record Date,Customer ID,Customer Name,Related Transaction,Description,Imported By,Import Date,Status,Notes
REC-2026-000107,Completed Sale,SALE-2026-000107,CRM Operational Archive,2026-07-17,CUST-000404,Abdullahi Usman,,Sale completed for Abdullahi Usman. Total: 160500.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original sale remains in Sales.
REC-2026-000108,Completed Sale,SALE-2026-000108,CRM Operational Archive,2026-06-20,CUST-000177,Yusuf Kabiru,,Sale completed for Yusuf Kabiru. Total: 510900.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original sale remains in Sales.
REC-2026-000109,Completed Sale,SALE-2026-000109,CRM Operational Archive,2026-06-24,CUST-000216,Muhammad Shehu,,Sale completed for Muhammad Shehu. Total: 222000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original sale remains in Sales.
REC-2026-000110,Completed Sale,SALE-2026-000110,CRM Operational Archive,2026-08-06,CUST-000443,Muhammad Hassan,,Sale completed for Muhammad Hassan. Total: 229700.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original sale remains in Sales.
REC-2026-000111,Completed Sale,SALE-2026-000111,CRM Operational Archive,2026-07-08,CUST-000161,Abubakar Aliyu,,Sale completed for Abubakar Aliyu. Total: 605200.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original sale remains in Sales.
REC-2026-000112,Completed Sale,SALE-2026-000112,CRM Operational Archive,2026-07-31,CUST-000194,Rukayya Hassan,,Sale completed for Rukayya Hassan. Total: 153700.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original sale remains in Sales.
REC-2026-000113,Completed Sale,SALE-2026-000113,CRM Operational Archive,2026-06-28,CUST-000501,Umar Ibrahim,,Sale completed for Umar Ibrahim. Total: 504000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original sale remains in Sales.
REC-2026-000114,Completed Sale,SALE-2026-000114,CRM Operational Archive,2026-06-18,CUST-000131,Sani Mohammed,,Sale completed for Sani Mohammed. Total: 261800.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original sale remains in Sales.
REC-2026-000115,Completed Sale,SALE-2026-000115,CRM Operational Archive,2026-08-11,CUST-000503,Sani Ibrahim,,Sale completed for Sani Ibrahim. Total: 88200.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original sale remains in Sales.
REC-2026-000116,Completed Sale,SALE-2026-000116,CRM Operational Archive,2026-07-21,CUST-000329,Hauwa Yusuf,,Sale completed for Hauwa Yusuf. Total: 176300.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original sale remains in Sales.
REC-2026-000117,Completed Sale,SALE-2026-000117,CRM Operational Archive,2026-07-15,CUST-000100,Asma'u Tanko,,Sale completed for Asma'u Tanko. Total: 210000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original sale remains in Sales.
REC-2026-000118,Completed Sale,SALE-2026-000118,CRM Operational Archive,2026-07-27,CUST-000335,Aisha Suleiman,,Sale completed for Aisha Suleiman. Total: 614400.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original sale remains in Sales.
REC-2026-000119,Completed Sale,SALE-2026-000119,CRM Operational Archive,2026-06-30,CUST-000438,Mustapha Ibrahim,,Sale completed for Mustapha Ibrahim. Total: 167500.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original sale remains in Sales.
REC-2026-000120,Completed Sale,SALE-2026-000120,CRM Operational Archive,2026-06-21,CUST-000073,Ahmed Suleiman,,Sale completed for Ahmed Suleiman. Total: 311100.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original sale remains in Sales.
REC-2026-000121,Issued Invoice,INV-2026-000001,CRM Operational Archive,2026-07-10,CUST-000357,Sani Umar,SALE-2026-000001,Invoice issued to Sani Umar. Total: 225000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000122,Issued Invoice,INV-2026-000002,CRM Operational Archive,2026-07-29,CUST-000123,Khadija Ibrahim,SALE-2026-000002,Invoice issued to Khadija Ibrahim. Total: 323900.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000123,Issued Invoice,INV-2026-000003,CRM Operational Archive,2026-08-02,CUST-000183,Maryam Suleiman,SALE-2026-000003,Invoice issued to Maryam Suleiman. Total: 616000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000124,Issued Invoice,INV-2026-000004,CRM Operational Archive,2026-08-06,CUST-000294,Aliyu Usman,SALE-2026-000004,Invoice issued to Aliyu Usman. Total: 595800.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000125,Issued Invoice,INV-2026-000005,CRM Operational Archive,2026-07-28,CUST-000486,Zainab Ahmad,SALE-2026-000005,Invoice issued to Zainab Ahmad. Total: 309600.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000126,Issued Invoice,INV-2026-000006,CRM Operational Archive,2026-07-20,CUST-000106,Asma'u Ibrahim,SALE-2026-000006,Invoice issued to Asma'u Ibrahim. Total: 295200.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000127,Issued Invoice,INV-2026-000007,CRM Operational Archive,2026-06-23,CUST-000425,Safiya Lawal,SALE-2026-000007,Invoice issued to Safiya Lawal. Total: 157800.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000128,Issued Invoice,INV-2026-000008,CRM Operational Archive,2026-08-06,CUST-000049,Maryam Aliyu,SALE-2026-000008,Invoice issued to Maryam Aliyu. Total: 285600.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000129,Issued Invoice,INV-2026-000009,CRM Operational Archive,2026-07-04,CUST-000208,Safiya Abdullahi,SALE-2026-000009,Invoice issued to Safiya Abdullahi. Total: 32900.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000130,Issued Invoice,INV-2026-000010,CRM Operational Archive,2026-07-05,CUST-000327,Rukayya Bello,SALE-2026-000010,Invoice issued to Rukayya Bello. Total: 238300.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000131,Issued Invoice,INV-2026-000011,CRM Operational Archive,2026-07-02,CUST-000343,Yusuf Ahmad,SALE-2026-000011,Invoice issued to Yusuf Ahmad. Total: 126900.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000132,Issued Invoice,INV-2026-000012,CRM Operational Archive,2026-06-30,CUST-000505,Safiya Kabiru,SALE-2026-000012,Invoice issued to Safiya Kabiru. Total: 636800.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000133,Issued Invoice,INV-2026-000013,CRM Operational Archive,2026-07-24,CUST-000372,Usman Tanko,SALE-2026-000013,Invoice issued to Usman Tanko. Total: 164300.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000134,Issued Invoice,INV-2026-000014,CRM Operational Archive,2026-07-12,CUST-000353,Usman Danjuma,SALE-2026-000014,Invoice issued to Usman Danjuma. Total: 635700.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000135,Issued Invoice,INV-2026-000015,CRM Operational Archive,2026-06-19,CUST-000022,Bello Umar,SALE-2026-000015,Invoice issued to Bello Umar. Total: 241400.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000136,Issued Invoice,INV-2026-000016,CRM Operational Archive,2026-08-12,CUST-000484,Abubakar Lawal,SALE-2026-000016,Invoice issued to Abubakar Lawal. Total: 383600.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000137,Issued Invoice,INV-2026-000017,CRM Operational Archive,2026-06-17,CUST-000365,Hassan Bello,SALE-2026-000017,Invoice issued to Hassan Bello. Total: 153300.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000138,Issued Invoice,INV-2026-000018,CRM Operational Archive,2026-07-31,CUST-000213,Zainab Usman,SALE-2026-000018,Invoice issued to Zainab Usman. Total: 75100.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000139,Issued Invoice,INV-2026-000019,CRM Operational Archive,2026-08-07,CUST-000040,Hassan Tanko,SALE-2026-000019,Invoice issued to Hassan Tanko. Total: 261900.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000140,Issued Invoice,INV-2026-000020,CRM Operational Archive,2026-08-06,CUST-000204,Rukayya Aliyu,SALE-2026-000020,Invoice issued to Rukayya Aliyu. Total: 188200.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000141,Issued Invoice,INV-2026-000021,CRM Operational Archive,2026-07-18,CUST-000447,Musa Shehu,SALE-2026-000021,Invoice issued to Musa Shehu. Total: 227800.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000142,Issued Invoice,INV-2026-000022,CRM Operational Archive,2026-06-21,CUST-000377,Asma'u Tanko,SALE-2026-000022,Invoice issued to Asma'u Tanko. Total: 738300.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000143,Issued Invoice,INV-2026-000023,CRM Operational Archive,2026-06-30,CUST-000245,Khadija Usman,SALE-2026-000023,Invoice issued to Khadija Usman. Total: 320000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000144,Issued Invoice,INV-2026-000024,CRM Operational Archive,2026-07-28,CUST-000192,Umar Ibrahim,SALE-2026-000024,Invoice issued to Umar Ibrahim. Total: 214200.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000145,Issued Invoice,INV-2026-000025,CRM Operational Archive,2026-06-26,CUST-000231,Hadiza Aliyu,SALE-2026-000025,Invoice issued to Hadiza Aliyu. Total: 725600.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000146,Issued Invoice,INV-2026-000026,CRM Operational Archive,2026-08-12,CUST-000281,Maryam Bello,SALE-2026-000026,Invoice issued to Maryam Bello. Total: 134000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000147,Issued Invoice,INV-2026-000027,CRM Operational Archive,2026-07-24,CUST-000069,Usman Yusuf,SALE-2026-000027,Invoice issued to Usman Yusuf. Total: 372300.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000148,Issued Invoice,INV-2026-000028,CRM Operational Archive,2026-07-19,CUST-000094,Ibrahim Ibrahim,SALE-2026-000028,Invoice issued to Ibrahim Ibrahim. Total: 248600.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000149,Issued Invoice,INV-2026-000029,CRM Operational Archive,2026-07-12,CUST-000133,Abubakar Usman,SALE-2026-000029,Invoice issued to Abubakar Usman. Total: 105300.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000150,Issued Invoice,INV-2026-000030,CRM Operational Archive,2026-07-06,CUST-000277,Ibrahim Aliyu,SALE-2026-000030,Invoice issued to Ibrahim Aliyu. Total: 197800.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000151,Issued Invoice,INV-2026-000031,CRM Operational Archive,2026-06-26,CUST-000493,Asma'u Hassan,SALE-2026-000031,Invoice issued to Asma'u Hassan. Total: 527000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000152,Issued Invoice,INV-2026-000032,CRM Operational Archive,2026-07-28,CUST-000273,Abubakar Shehu,SALE-2026-000032,Invoice issued to Abubakar Shehu. Total: 43000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000153,Issued Invoice,INV-2026-000033,CRM Operational Archive,2026-07-06,CUST-000380,Umar Garba,SALE-2026-000033,Invoice issued to Umar Garba. Total: 532000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000154,Issued Invoice,INV-2026-000034,CRM Operational Archive,2026-08-14,CUST-000072,Khadija Hassan,SALE-2026-000034,Invoice issued to Khadija Hassan. Total: 60000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000155,Issued Invoice,INV-2026-000035,CRM Operational Archive,2026-07-05,CUST-000135,Aliyu Sani,SALE-2026-000035,Invoice issued to Aliyu Sani. Total: 68100.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000156,Issued Invoice,INV-2026-000036,CRM Operational Archive,2026-07-08,CUST-000111,Hadiza Bello,SALE-2026-000036,Invoice issued to Hadiza Bello. Total: 107200.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000157,Issued Invoice,INV-2026-000037,CRM Operational Archive,2026-07-14,CUST-000206,Ibrahim Mohammed,SALE-2026-000037,Invoice issued to Ibrahim Mohammed. Total: 126900.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000158,Issued Invoice,INV-2026-000038,CRM Operational Archive,2026-08-02,CUST-000038,Asma'u Tanko,SALE-2026-000038,Invoice issued to Asma'u Tanko. Total: 442300.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000159,Issued Invoice,INV-2026-000039,CRM Operational Archive,2026-07-12,CUST-000099,Aliyu Hassan,SALE-2026-000039,Invoice issued to Aliyu Hassan. Total: 408000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000160,Issued Invoice,INV-2026-000040,CRM Operational Archive,2026-07-20,CUST-000245,Khadija Usman,SALE-2026-000040,Invoice issued to Khadija Usman. Total: 157000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000161,Issued Invoice,INV-2026-000041,CRM Operational Archive,2026-08-13,CUST-000252,Khadija Mohammed,SALE-2026-000041,Invoice issued to Khadija Mohammed. Total: 124000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000162,Issued Invoice,INV-2026-000042,CRM Operational Archive,2026-08-14,CUST-000212,Safiya Hassan,SALE-2026-000042,Invoice issued to Safiya Hassan. Total: 74000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000163,Issued Invoice,INV-2026-000043,CRM Operational Archive,2026-08-02,CUST-000454,Abubakar Aliyu,SALE-2026-000043,Invoice issued to Abubakar Aliyu. Total: 381800.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000164,Issued Invoice,INV-2026-000044,CRM Operational Archive,2026-06-17,CUST-000360,Ahmed Mohammed,SALE-2026-000044,Invoice issued to Ahmed Mohammed. Total: 684600.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000165,Issued Invoice,INV-2026-000045,CRM Operational Archive,2026-06-19,CUST-000142,Fatima Ahmad,SALE-2026-000045,Invoice issued to Fatima Ahmad. Total: 204600.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000166,Issued Invoice,INV-2026-000046,CRM Operational Archive,2026-08-09,CUST-000154,Ibrahim Mohammed,SALE-2026-000046,Invoice issued to Ibrahim Mohammed. Total: 448000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000167,Issued Invoice,INV-2026-000047,CRM Operational Archive,2026-07-07,CUST-000178,Muhammad Tanko,SALE-2026-000047,Invoice issued to Muhammad Tanko. Total: 79200.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000168,Issued Invoice,INV-2026-000048,CRM Operational Archive,2026-08-02,CUST-000504,Zainab Kabiru,SALE-2026-000048,Invoice issued to Zainab Kabiru. Total: 98400.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000169,Issued Invoice,INV-2026-000049,CRM Operational Archive,2026-07-13,CUST-000430,Abubakar Shehu,SALE-2026-000049,Invoice issued to Abubakar Shehu. Total: 316400.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000170,Issued Invoice,INV-2026-000050,CRM Operational Archive,2026-06-20,CUST-000109,Abubakar Danjuma,SALE-2026-000050,Invoice issued to Abubakar Danjuma. Total: 338400.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000171,Issued Invoice,INV-2026-000051,CRM Operational Archive,2026-07-15,CUST-000349,Rukayya Shehu,SALE-2026-000051,Invoice issued to Rukayya Shehu. Total: 207900.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000172,Issued Invoice,INV-2026-000052,CRM Operational Archive,2026-07-20,CUST-000236,Hassan Suleiman,SALE-2026-000052,Invoice issued to Hassan Suleiman. Total: 44800.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000173,Issued Invoice,INV-2026-000053,CRM Operational Archive,2026-06-25,CUST-000151,Aliyu Mohammed,SALE-2026-000053,Invoice issued to Aliyu Mohammed. Total: 574400.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000174,Issued Invoice,INV-2026-000054,CRM Operational Archive,2026-07-10,CUST-000094,Ibrahim Ibrahim,SALE-2026-000054,Invoice issued to Ibrahim Ibrahim. Total: 107800.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000175,Issued Invoice,INV-2026-000055,CRM Operational Archive,2026-07-02,CUST-000165,Bello Musa,SALE-2026-000055,Invoice issued to Bello Musa. Total: 155400.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000176,Issued Invoice,INV-2026-000056,CRM Operational Archive,2026-07-20,CUST-000156,Hussaini Usman,SALE-2026-000056,Invoice issued to Hussaini Usman. Total: 381300.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000177,Issued Invoice,INV-2026-000057,CRM Operational Archive,2026-06-25,CUST-000179,Usman Aliyu,SALE-2026-000057,Invoice issued to Usman Aliyu. Total: 349600.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000178,Issued Invoice,INV-2026-000058,CRM Operational Archive,2026-07-26,CUST-000159,Muhammad Kabiru,SALE-2026-000058,Invoice issued to Muhammad Kabiru. Total: 79400.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000179,Issued Invoice,INV-2026-000059,CRM Operational Archive,2026-08-04,CUST-000230,Zainab Yusuf,SALE-2026-000059,Invoice issued to Zainab Yusuf. Total: 70000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000180,Issued Invoice,INV-2026-000060,CRM Operational Archive,2026-08-11,CUST-000123,Khadija Ibrahim,SALE-2026-000060,Invoice issued to Khadija Ibrahim. Total: 62700.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000181,Issued Invoice,INV-2026-000061,CRM Operational Archive,2026-08-07,CUST-000474,Safiya Kabiru,SALE-2026-000061,Invoice issued to Safiya Kabiru. Total: 128700.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000182,Issued Invoice,INV-2026-000062,CRM Operational Archive,2026-07-05,CUST-000147,Musa Lawal,SALE-2026-000062,Invoice issued to Musa Lawal. Total: 170700.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000183,Issued Invoice,INV-2026-000063,CRM Operational Archive,2026-06-19,CUST-000448,Hadiza Suleiman,SALE-2026-000063,Invoice issued to Hadiza Suleiman. Total: 458500.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000184,Issued Invoice,INV-2026-000064,CRM Operational Archive,2026-07-01,CUST-000034,Asma'u Suleiman,SALE-2026-000064,Invoice issued to Asma'u Suleiman. Total: 80600.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000185,Issued Invoice,INV-2026-000065,CRM Operational Archive,2026-07-20,CUST-000112,Fatima Umar,SALE-2026-000065,Invoice issued to Fatima Umar. Total: 127600.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000186,Issued Invoice,INV-2026-000066,CRM Operational Archive,2026-07-20,CUST-000063,Hadiza Abubakar,SALE-2026-000066,Invoice issued to Hadiza Abubakar. Total: 86100.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000187,Issued Invoice,INV-2026-000067,CRM Operational Archive,2026-08-01,CUST-000415,Rukayya Lawal,SALE-2026-000067,Invoice issued to Rukayya Lawal. Total: 379300.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000188,Issued Invoice,INV-2026-000068,CRM Operational Archive,2026-07-31,CUST-000130,Asma'u Danjuma,SALE-2026-000068,Invoice issued to Asma'u Danjuma. Total: 292300.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000189,Issued Invoice,INV-2026-000069,CRM Operational Archive,2026-08-12,CUST-000068,Musa Shehu,SALE-2026-000069,Invoice issued to Musa Shehu. Total: 120400.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000190,Issued Invoice,INV-2026-000070,CRM Operational Archive,2026-06-30,CUST-000055,Zainab Mohammed,SALE-2026-000070,Invoice issued to Zainab Mohammed. Total: 145100.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000191,Issued Invoice,INV-2026-000071,CRM Operational Archive,2026-06-30,CUST-000486,Zainab Ahmad,SALE-2026-000071,Invoice issued to Zainab Ahmad. Total: 158400.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000192,Issued Invoice,INV-2026-000072,CRM Operational Archive,2026-07-30,CUST-000375,Yusuf Ibrahim,SALE-2026-000072,Invoice issued to Yusuf Ibrahim. Total: 401000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000193,Issued Invoice,INV-2026-000073,CRM Operational Archive,2026-08-12,CUST-000417,Hadiza Umar,SALE-2026-000073,Invoice issued to Hadiza Umar. Total: 46400.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000194,Issued Invoice,INV-2026-000074,CRM Operational Archive,2026-08-08,CUST-000397,Maryam Garba,SALE-2026-000074,Invoice issued to Maryam Garba. Total: 53900.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000195,Issued Invoice,INV-2026-000075,CRM Operational Archive,2026-08-05,CUST-000182,Abubakar Abubakar,SALE-2026-000075,Invoice issued to Abubakar Abubakar. Total: 89000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000196,Issued Invoice,INV-2026-000076,CRM Operational Archive,2026-06-22,CUST-000163,Rukayya Mohammed,SALE-2026-000076,Invoice issued to Rukayya Mohammed. Total: 392000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000197,Issued Invoice,INV-2026-000077,CRM Operational Archive,2026-07-11,CUST-000141,Abdullahi Garba,SALE-2026-000077,Invoice issued to Abdullahi Garba. Total: 144000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000198,Issued Invoice,INV-2026-000078,CRM Operational Archive,2026-07-09,CUST-000019,Aliyu Musa,SALE-2026-000078,Invoice issued to Aliyu Musa. Total: 179800.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000199,Issued Invoice,INV-2026-000079,CRM Operational Archive,2026-08-10,CUST-000233,Sani Hassan,SALE-2026-000079,Invoice issued to Sani Hassan. Total: 178100.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000200,Issued Invoice,INV-2026-000080,CRM Operational Archive,2026-08-03,CUST-000180,Aliyu Kabiru,SALE-2026-000080,Invoice issued to Aliyu Kabiru. Total: 545500.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000201,Issued Invoice,INV-2026-000081,CRM Operational Archive,2026-06-25,CUST-000476,Khadija Tanko,SALE-2026-000081,Invoice issued to Khadija Tanko. Total: 312000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000202,Issued Invoice,INV-2026-000082,CRM Operational Archive,2026-08-14,CUST-000369,Maryam Sani,SALE-2026-000082,Invoice issued to Maryam Sani. Total: 120500.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000203,Issued Invoice,INV-2026-000083,CRM Operational Archive,2026-07-01,CUST-000333,Khadija Garba,SALE-2026-000083,Invoice issued to Khadija Garba. Total: 263400.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000204,Issued Invoice,INV-2026-000084,CRM Operational Archive,2026-07-18,CUST-000276,Aisha Danjuma,SALE-2026-000084,Invoice issued to Aisha Danjuma. Total: 747000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
